SongID,SongTitle,SongPopularity,ArtistA,ArtistAGenres,ArtistAPopularity,ArtistAFollowers,ArtistARelated,ArtistB,AtristBGenres,ArtistBPopularity,ArtistBFollowers,ArtistBRelated
5M830cD7MNeiiwIGHzH9TV,Bailando - Spanish Version,67,Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",80,10604180,"['Ricky Martin', 'Thalia', 'Chayanne', 'Cristian Castro', 'Luis Fonsi', 'Carlos Baute', 'Juanes', 'Kalimba', 'Aleks Syntek', 'Reyli Barba', 'Fey', 'Belinda', 'Alex Ubago', 'La Quinta Estacion', 'Camila', 'Kabah', 'Franco De Vita', 'Alejandra Guzman', 'Magneto', 'Ricardo Montaner']",Descemer Bueno,['latin'],67,40296,"['Srta. Dayana', 'Yomil y El Dany', 'Lenier', 'LARITZA BACALLAO', 'Carlos Varela', 'Moneda Dura', 'Buena Fe', ""Alexander Abreu and Havana D' Primera"", 'El Niño y la Verdad', 'Habana Abierta', 'Raul Paz', 'Formell y los Van Van', 'Kelvis Ochoa', 'El Chulo', 'Baby Lores', 'Divan', 'Frank Delgado', 'Los Desiguales', 'El Taiger', 'Interactivo']"
5M830cD7MNeiiwIGHzH9TV,Bailando - Spanish Version,67,Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",80,10604180,"['Ricky Martin', 'Thalia', 'Chayanne', 'Cristian Castro', 'Luis Fonsi', 'Carlos Baute', 'Juanes', 'Kalimba', 'Aleks Syntek', 'Reyli Barba', 'Fey', 'Belinda', 'Alex Ubago', 'La Quinta Estacion', 'Camila', 'Kabah', 'Franco De Vita', 'Alejandra Guzman', 'Magneto', 'Ricardo Montaner']",Gente De Zona,"['cubaton', 'latin', 'latin hip hop', 'latin pop']",74,1413613,"['El Micha', 'Baby Lores', 'David Calzado y su Charanga Habanera', 'Los 4', 'Issac Delgado', 'Osmani Garcia ""La Voz""', 'TIMBALIVE', 'El Chacal', 'Jacob Forever', 'Maykel Blanco Y Su Salsa Mayor', 'Chino & Nacho', 'DJ Unic', 'Alexander Abreu', 'Clan 537', 'Joey Montana', 'Wisin', 'Manolito Simonet y su Trabuco', 'Willy Chirino', 'Zion & Lennox', 'Grupo Extra']"
5M830cD7MNeiiwIGHzH9TV,Bailando - Spanish Version,67,Descemer Bueno,['latin'],67,40296,"['Srta. Dayana', 'Yomil y El Dany', 'Lenier', 'LARITZA BACALLAO', 'Carlos Varela', 'Moneda Dura', 'Buena Fe', ""Alexander Abreu and Havana D' Primera"", 'El Niño y la Verdad', 'Habana Abierta', 'Raul Paz', 'Formell y los Van Van', 'Kelvis Ochoa', 'El Chulo', 'Baby Lores', 'Divan', 'Frank Delgado', 'Los Desiguales', 'El Taiger', 'Interactivo']",Gente De Zona,"['cubaton', 'latin', 'latin hip hop', 'latin pop']",74,1413613,"['El Micha', 'Baby Lores', 'David Calzado y su Charanga Habanera', 'Los 4', 'Issac Delgado', 'Osmani Garcia ""La Voz""', 'TIMBALIVE', 'El Chacal', 'Jacob Forever', 'Maykel Blanco Y Su Salsa Mayor', 'Chino & Nacho', 'DJ Unic', 'Alexander Abreu', 'Clan 537', 'Joey Montana', 'Wisin', 'Manolito Simonet y su Trabuco', 'Willy Chirino', 'Zion & Lennox', 'Grupo Extra']"
4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),75,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",86,22518593,"['David Guetta', 'Love Regenerator', 'The Chainsmokers', 'Jonas Blue', 'Martin Jensen', 'Jax Jones', 'Sigala', 'Felix Jaehn', 'Lost Frequencies', 'Cheat Codes', 'Galantis', 'Kungs', 'Kygo', 'Loud Luxury', 'Jack Ü', 'Major Lazer', 'Zedd', 'Robin Schulz', 'Axwell /\\ Ingrosso', 'Alesso']",Alesso,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",80,3768166,"['Nicky Romero', 'Afrojack', 'NERVO', 'DubVision', 'Sebastian Ingrosso', 'Michael Calfan', 'Otto Knows', 'Third Party', 'R3HAB', 'Syn Cole', 'Hardwell', 'DVBBS', 'John De Sohn', 'Martin Jensen', 'Lucas & Steve', 'Zedd', 'Mike Perry', 'Don Diablo', '3LAU', 'Yves V']"
4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),75,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",86,22518593,"['David Guetta', 'Love Regenerator', 'The Chainsmokers', 'Jonas Blue', 'Martin Jensen', 'Jax Jones', 'Sigala', 'Felix Jaehn', 'Lost Frequencies', 'Cheat Codes', 'Galantis', 'Kungs', 'Kygo', 'Loud Luxury', 'Jack Ü', 'Major Lazer', 'Zedd', 'Robin Schulz', 'Axwell /\\ Ingrosso', 'Alesso']",Hurts,"['metropopolis', 'neo-synthpop']",63,353714,"['IAMX', 'White Lies', 'Brandon Flowers', 'Sunrise Avenue', 'Poets of the Fall', 'Reamonn', 'Adam Lambert', 'Sergey Lazarev', 'Valery Meladze', 'Walking On Cars', 'The Hardkiss', 'Editors', 'The Rasmus', 'VIA Gra', 'Josef Salvat', 'Ivan Dorn', 'Vintage', 'MONATIK', 'Сироткин', 'Pariisin Kevät']"
4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),75,Alesso,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",80,3768166,"['Nicky Romero', 'Afrojack', 'NERVO', 'DubVision', 'Sebastian Ingrosso', 'Michael Calfan', 'Otto Knows', 'Third Party', 'R3HAB', 'Syn Cole', 'Hardwell', 'DVBBS', 'John De Sohn', 'Martin Jensen', 'Lucas & Steve', 'Zedd', 'Mike Perry', 'Don Diablo', '3LAU', 'Yves V']",Hurts,"['metropopolis', 'neo-synthpop']",63,353714,"['IAMX', 'White Lies', 'Brandon Flowers', 'Sunrise Avenue', 'Poets of the Fall', 'Reamonn', 'Adam Lambert', 'Sergey Lazarev', 'Valery Meladze', 'Walking On Cars', 'The Hardkiss', 'Editors', 'The Rasmus', 'VIA Gra', 'Josef Salvat', 'Ivan Dorn', 'Vintage', 'MONATIK', 'Сироткин', 'Pariisin Kevät']"
3fBbfrWZUuWWrMQXFISr7N,New Flame (feat. Usher & Rick Ross),71,Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",90,15446221,"['Mario', 'Trey Songz', 'Jeremih', 'Omarion', 'T-Pain', 'Ne-Yo', 'Pretty Ricky', 'Usher', 'The-Dream', 'August Alsina', 'Bow Wow', 'Keyshia Cole', 'Lloyd', 'Jay Sean', 'Jacquees', 'Ciara', 'Kid Ink', 'Ty Dolla $ign', 'Eric Bellinger', 'Wale']",Usher,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",83,9462571,"['Mario', 'Jagged Edge', 'Trey Songz', 'Ginuwine', 'Pretty Ricky', 'Keyshia Cole', 'Omarion', '112', 'Bow Wow', 'Ne-Yo', 'Tyrese', 'Joe', 'Monica', 'The-Dream', 'Ciara', 'Avant', 'Ashanti', 'Brandy', 'Dru Hill', 'Donell Jones']"
3fBbfrWZUuWWrMQXFISr7N,New Flame (feat. Usher & Rick Ross),71,Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",90,15446221,"['Mario', 'Trey Songz', 'Jeremih', 'Omarion', 'T-Pain', 'Ne-Yo', 'Pretty Ricky', 'Usher', 'The-Dream', 'August Alsina', 'Bow Wow', 'Keyshia Cole', 'Lloyd', 'Jay Sean', 'Jacquees', 'Ciara', 'Kid Ink', 'Ty Dolla $ign', 'Eric Bellinger', 'Wale']",Rick Ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",82,5606059,"['DJ Drama', 'Ace Hood', 'Young Money', 'Jim Jones', 'Birdman', 'Fabolous', 'Yo Gotti', 'Curren$y', 'Jeezy', 'Wale', 'Bun B', 'Slim Thug', 'Juelz Santana', 'Lloyd Banks', '2 Chainz', 'Beanie Sigel', 'Young Buck', 'Young Dro', 'The Diplomats', 'Nipsey Hussle']"
3fBbfrWZUuWWrMQXFISr7N,New Flame (feat. Usher & Rick Ross),71,Usher,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",83,9462571,"['Mario', 'Jagged Edge', 'Trey Songz', 'Ginuwine', 'Pretty Ricky', 'Keyshia Cole', 'Omarion', '112', 'Bow Wow', 'Ne-Yo', 'Tyrese', 'Joe', 'Monica', 'The-Dream', 'Ciara', 'Avant', 'Ashanti', 'Brandy', 'Dru Hill', 'Donell Jones']",Rick Ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",82,5606059,"['DJ Drama', 'Ace Hood', 'Young Money', 'Jim Jones', 'Birdman', 'Fabolous', 'Yo Gotti', 'Curren$y', 'Jeezy', 'Wale', 'Bun B', 'Slim Thug', 'Juelz Santana', 'Lloyd Banks', '2 Chainz', 'Beanie Sigel', 'Young Buck', 'Young Dro', 'The Diplomats', 'Nipsey Hussle']"
4B4zDmbHdkXZ1wUJv1yKFy,Wiggle (feat. Snoop Dogg),69,Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",85,10787824,"['Jay Sean', 'Iyaz', 'Taio Cruz', 'Sean Kingston', 'Far East Movement', 'Flo Rida', 'will.i.am', 'The Wanted', 'Mike Posner', 'Jessie J', 'Jordin Sparks', 'Olly Murs', 'JLS', 'Tinie Tempah', 'Pitbull', 'Conor Maynard', 'Fergie', 'Ne-Yo', 'Cher Lloyd', 'Timbaland']",Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",88,7835557,"['Warren G', 'Westside Connection', 'Mack 10', 'Kurupt', 'Makaveli', 'Eazy-E', 'Too $hort', 'DJ Quik', 'Tha Eastsidaz', 'N.W.A.', 'Nate Dogg', 'Daz Dillinger', 'Bone Thugs-N-Harmony', 'The Game', 'Xzibit', 'Ice Cube', 'The Notorious B.I.G.', 'Suga Free', 'WC', 'Naughty By Nature']"
5TvE3pk05pyFIGdSY9j4DJ,Say Something,73,A Great Big World,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'viral pop']",68,486758,"['American Authors', 'Alex & Sierra', 'BANNERS', 'Parachute', 'Phillip Phillips', 'Christina Perri', 'Wrabel', 'Us The Duo', 'Gabrielle Aplin', 'Joy Williams', 'Matt Nathanson', 'Sara Bareilles', 'Joshua Radin', 'Jon McLaughlin', 'Gavin Mikhail', 'Ron Pope', 'Frances', 'Hearts & Colors', 'Sheppard', 'Ingrid Michaelson']",Christina Aguilera,"['dance pop', 'pop', 'post-teen pop']",82,6742977,"['The Pussycat Dolls', 'Jessica Simpson', 'Leona Lewis', 'Nicole Scherzinger', 'Jordin Sparks', 'JoJo', 'Fergie', 'Hilary Duff', 'Spice Girls', 'Sugababes', 'Ashlee Simpson', 'Jennifer Lopez', 'Gwen Stefani', 'Natasha Bedingfield', ""Destiny's Child"", 'Jessie J', 'Kelly Clarkson', 'Christina Milian', 'Lindsay Lohan', 'Kelly Rowland']"
1Nivqu7wynKsgguBmgC6Vw,Bad (feat. Vassy) - Radio Edit,48,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",90,23871991,"['Calvin Harris', 'R3HAB', 'Avicii', 'Galantis', 'The Chainsmokers', 'Sigala', 'Martin Jensen', 'Tiësto', 'Cheat Codes', 'Jax Jones', 'Alesso', 'Loud Luxury', 'Cash Cash', 'Dimitri Vegas & Like Mike', 'KSHMR', 'DVBBS', 'VINAI', 'Robin Schulz', 'Lucas & Steve', 'Zedd']",Showtek,"['classic hardstyle', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']",67,450675,"['Headhunterz', 'Technoboy', 'Zatox', 'Noisecontrollers', 'DJ Isaac', 'Frontliner', 'Wildstylez', 'The Pitcher', 'Project One', 'Brennan Heart', 'Coone', 'Bass Modulators', 'The Prophet', 'Max Enforcer', 'Psyko Punkz', 'Da Tweekaz', 'D-Block & S-te-Fan', 'Zany', 'Toneshifterz', 'Donkey Rollers']"
1Nivqu7wynKsgguBmgC6Vw,Bad (feat. Vassy) - Radio Edit,48,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",90,23871991,"['Calvin Harris', 'R3HAB', 'Avicii', 'Galantis', 'The Chainsmokers', 'Sigala', 'Martin Jensen', 'Tiësto', 'Cheat Codes', 'Jax Jones', 'Alesso', 'Loud Luxury', 'Cash Cash', 'Dimitri Vegas & Like Mike', 'KSHMR', 'DVBBS', 'VINAI', 'Robin Schulz', 'Lucas & Steve', 'Zedd']",VASSY,['australian dance'],62,31886,"['Disco Fries', 'Zookëper', 'TwoWorldsApart', 'VAVO', 'Zack Martino', 'ONEDUO', 'Dante Klein', 'Bonka', 'Niiko x SWAE', 'Kastra', 'LODATO', 'Swanky Tunes', 'Aviella', 'Mahalo', 'Jack Wins', 'Feenixpawl', 'The Him', 'Florian Picasso', 'Disco Killerz', 'Shaun Frank']"
1Nivqu7wynKsgguBmgC6Vw,Bad (feat. Vassy) - Radio Edit,48,Showtek,"['classic hardstyle', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']",67,450675,"['Headhunterz', 'Technoboy', 'Zatox', 'Noisecontrollers', 'DJ Isaac', 'Frontliner', 'Wildstylez', 'The Pitcher', 'Project One', 'Brennan Heart', 'Coone', 'Bass Modulators', 'The Prophet', 'Max Enforcer', 'Psyko Punkz', 'Da Tweekaz', 'D-Block & S-te-Fan', 'Zany', 'Toneshifterz', 'Donkey Rollers']",VASSY,['australian dance'],62,31886,"['Disco Fries', 'Zookëper', 'TwoWorldsApart', 'VAVO', 'Zack Martino', 'ONEDUO', 'Dante Klein', 'Bonka', 'Niiko x SWAE', 'Kastra', 'LODATO', 'Swanky Tunes', 'Aviella', 'Mahalo', 'Jack Wins', 'Feenixpawl', 'The Him', 'Florian Picasso', 'Disco Killerz', 'Shaun Frank']"
6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),73,Beyoncé,"['dance pop', 'pop', 'r&b']",87,30424418,"['The Carters', 'Kelly Rowland', 'Jennifer Lopez', 'Solange', 'Chloe x Halle', 'The Pussycat Dolls', 'Tinashe', 'JoJo', ""Destiny's Child"", 'Fergie', 'Ciara', 'Keyshia Cole', 'Alicia Keys', 'Rihanna', 'Brandy', 'Jazmine Sullivan', 'Normani', 'Jordin Sparks', 'Kehlani', 'Aaliyah']",JAY-Z,"['east coast hip hop', 'hip hop', 'rap']",87,7028556,"['Nas', 'Fat Joe', 'The Carters', 'Cam’ron', 'Kanye West', 'Beanie Sigel', 'Fabolous', 'Memphis Bleek', 'Eminem', 'Rick Ross', 'Foxy Brown', 'The LOX', 'DMX', 'Busta Rhymes', 'Diddy', 'Jadakiss', 'The Notorious B.I.G.', 'Big Pun', 'Method Man', 'Mobb Deep']"
40PYeQjt149YOfq6H20vmd,High (feat. Nicole Millar),53,Peking Duk,"['aussietronica', 'australian electropop', 'australian pop', 'edm']",61,223604,"['Running Touch', 'Nyxen', 'Golden Features', 'Set Mo', 'Kita Alexander', 'Cub Sport', 'SAFIA', 'The Rubens', 'Jack River', 'E^ST', 'Meg Mac', 'Crooked Colours', 'Mallrat', 'Holy Holy', 'Vera Blue', 'Kingswood', 'Lime Cordiale', 'Baker Boy', 'Angie McMahon', 'Northeast Party House']",Nicole Millar,"['australian pop', 'gauze pop']",50,28436,"['JOY.', 'Vera Blue', 'Kita Alexander', 'Eves Karydas', 'Woodes', 'Airling', 'Mallrat', 'E^ST', 'Vallis Alps', 'Running Touch', 'Tia Gostelow', 'Nyxen', 'Kota Banks', 'G Flip', 'Asta', 'George Maple', 'Odette', 'Wafia', 'Meg Mac', 'Jack River']"
5wQeCrJTJxGZnILnyCBHjI,Lovers on the Sun (feat. Sam Martin),54,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",90,23871991,"['Calvin Harris', 'R3HAB', 'Avicii', 'Galantis', 'The Chainsmokers', 'Sigala', 'Martin Jensen', 'Tiësto', 'Cheat Codes', 'Jax Jones', 'Alesso', 'Loud Luxury', 'Cash Cash', 'Dimitri Vegas & Like Mike', 'KSHMR', 'DVBBS', 'VINAI', 'Robin Schulz', 'Lucas & Steve', 'Zedd']",Sam Martin,[],63,16541,"['Enzo Ingrosso', 'Stadiumx', 'Fred Rister', 'Con Bro Chill', 'Ben Hazlewood', 'Stealth', 'UNSECRET', 'Smash Into Pieces', 'Gareth Emery', 'Marcus Santoro', 'Steve Angello', 'Sleeping Wolf', 'Nicky Romero', 'Michael Pritchard', 'Armin van Buuren', 'Charles Anderson', 'James Geary', 'Tim Brown', 'Alan Kay', 'Ross Lovegrove']"
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),85,Mark Ronson,"['dance pop', 'pop']",79,950234,"['Paloma Faith', 'Basement Jaxx', 'Scissor Sisters', 'La Roux', 'Robyn', 'Girls Aloud', 'Kelis', 'Sugababes', 'Jessie Ware', 'Silk City', 'Janelle Monáe', 'Groove Armada', 'Hot Chip', 'PNAU', 'Yebba', 'Kylie Minogue', 'Lily Allen', 'Jax Jones', 'RAYE', 'Rudimental']",Bruno Mars,"['dance pop', 'pop']",92,38200074,"['Sean Kingston', 'Jason Derulo', 'Jessie J', 'Ne-Yo', 'Olly Murs', 'Jason Mraz', 'Giveon', 'Charlie Puth', 'Nick Jonas', 'Justin Timberlake', 'Alicia Keys', 'Anderson .Paak', 'Bazzi', 'Miguel', 'Usher', 'ZAYN', 'One Direction', 'Maroon 5', 'The Script', 'Daniel Caesar']"
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),84,Wiz Khalifa,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",87,10413478,"['Curren$y', 'Waka Flocka Flame', 'Kid Ink', 'Young Money', 'French Montana', 'Juicy J', 'Ace Hood', '2 Chainz', 'Rick Ross', 'Yo Gotti', 'Big Sean', 'Nipsey Hussle', 'Dom Kennedy', 'Mike WiLL Made-It', 'DJ Drama', 'Wale', 'B.o.B', 'Tyga', 'ScHoolboy Q', 'Gucci Mane']",Charlie Puth,"['dance pop', 'pop', 'viral pop']",85,15320273,"['DNCE', 'MAX', 'Nick Jonas', 'ZAYN', 'Austin Mahone', 'Liam Payne', 'Bazzi', 'Fifth Harmony', 'The Vamps', 'Zara Larsson', 'Hailee Steinfeld', 'Alessia Cara', ""Why Don't We"", 'HRVY', 'Rita Ora', 'Camila Cabello', 'Troye Sivan', 'AJ Mitchell', 'Anne-Marie', 'Julia Michaels']"
2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),77,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",79,6264253,"['Diplo', 'Dillon Francis', 'Jack Ü', 'Steve Aoki', 'Martin Solveig', 'Deorro', 'Jax Jones', 'Afrojack', 'DJ Snake', 'Don Diablo', 'Snakehips', 'Galantis', 'Yellow Claw', 'DVBBS', 'Felix Jaehn', 'MØ', 'Sean Paul', 'Charly Black', 'will.i.am', 'Matoma']",MØ,"['art pop', 'dance pop', 'danish pop', 'electropop', 'pop']",74,1368141,"['Jessie Ware', 'Mapei', 'AlunaGeorge', 'Say Lou Lou', 'HAIM', 'Chlöe Howl', 'Kacy Hill', 'MS MR', 'Nick Murphy', 'Kate Boy', 'A-L-X', 'Elliphant', 'London Grammar', 'ASTR', 'Jungle', 'Raleigh Ritchie', 'Jude Perl', 'Kaleida', 'Bipolar Sunshine', 'Fabienne']"
2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),77,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",79,6264253,"['Diplo', 'Dillon Francis', 'Jack Ü', 'Steve Aoki', 'Martin Solveig', 'Deorro', 'Jax Jones', 'Afrojack', 'DJ Snake', 'Don Diablo', 'Snakehips', 'Galantis', 'Yellow Claw', 'DVBBS', 'Felix Jaehn', 'MØ', 'Sean Paul', 'Charly Black', 'will.i.am', 'Matoma']",DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",83,7685912,"['Afrojack', 'Dillon Francis', 'Major Lazer', 'DVBBS', 'Deorro', 'Yellow Claw', 'Alesso', 'Steve Aoki', 'Jack Ü', 'Cheat Codes', 'Malaa', 'Diplo', 'Jauz', 'Don Diablo', 'Valentino Khan', 'Tchami', 'JOYRYDE', 'Zedd', 'Oliver Heldens', 'Jax Jones']"
2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),77,MØ,"['art pop', 'dance pop', 'danish pop', 'electropop', 'pop']",74,1368141,"['Jessie Ware', 'Mapei', 'AlunaGeorge', 'Say Lou Lou', 'HAIM', 'Chlöe Howl', 'Kacy Hill', 'MS MR', 'Nick Murphy', 'Kate Boy', 'A-L-X', 'Elliphant', 'London Grammar', 'ASTR', 'Jungle', 'Raleigh Ritchie', 'Jude Perl', 'Kaleida', 'Bipolar Sunshine', 'Fabienne']",DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",83,7685912,"['Afrojack', 'Dillon Francis', 'Major Lazer', 'DVBBS', 'Deorro', 'Yellow Claw', 'Alesso', 'Steve Aoki', 'Jack Ü', 'Cheat Codes', 'Malaa', 'Diplo', 'Jauz', 'Don Diablo', 'Valentino Khan', 'Tchami', 'JOYRYDE', 'Zedd', 'Oliver Heldens', 'Jax Jones']"
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,83,Pitbull,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",86,9104539,"['Flo Rida', 'Taio Cruz', 'will.i.am', 'LMFAO', 'Sean Kingston', 'Jason Derulo', 'Far East Movement', 'B.o.B', 'Sean Paul', 'Black Eyed Peas', 'Timbaland', 'DJ Antoine', 'Kesha', 'Madcon', 'R.I.O.', 'Fergie', 'Mike Posner', 'Jennifer Lopez', 'Lil Jon', 'Juan Magán']",Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']",82,6876591,"['Mario', 'Trey Songz', 'J. Holiday', 'Omarion', 'Pleasure P', 'The-Dream', 'Jay Sean', 'Keyshia Cole', 'Pretty Ricky', 'Marques Houston', 'Bobby V.', 'Jagged Edge', 'Keri Hilson', 'Joe', 'Ginuwine', 'Avant', 'Lloyd', 'Tyrese', 'Jeremih', 'Craig David']"
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),81,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",86,22518593,"['David Guetta', 'Love Regenerator', 'The Chainsmokers', 'Jonas Blue', 'Martin Jensen', 'Jax Jones', 'Sigala', 'Felix Jaehn', 'Lost Frequencies', 'Cheat Codes', 'Galantis', 'Kungs', 'Kygo', 'Loud Luxury', 'Jack Ü', 'Major Lazer', 'Zedd', 'Robin Schulz', 'Axwell /\\ Ingrosso', 'Alesso']",Ellie Goulding,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",82,10507526,"['Jess Glynne', 'Rita Ora', 'Anne-Marie', 'Years & Years', 'Zara Larsson', 'Carly Rae Jepsen', 'Alessia Cara', 'Tove Lo', 'Bebe Rexha', 'Ella Henderson', 'Julia Michaels', 'Mabel', 'Fifth Harmony', 'Clean Bandit', 'Jessie J', 'Hailee Steinfeld', 'NOTD', 'Astrid S', 'Zedd', 'The Wanted']"
7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),79,R. City,"['reggae fusion', 'virgin islands reggae']",65,123950,"['Jaicko Lawrence', 'Jay Sean', 'Iyaz', 'Verse Simmonds', 'Nico & Vinz', 'Rotimi', 'Sean Kingston', 'Pleasure P', 'Mario', 'Jason Derulo', 'K-Young', 'Omarion', 'Travie McCoy', 'Jackie Boyz', 'Chrishan', 'Riz', 'Mike Posner', 'Trey Songz', 'Dawin', 'I-15']",Adam Levine,[],78,929554,"['Maroon 5', 'Daniel Powter', 'Jason Mraz', 'James Morrison', 'Parachute', 'Colbie Caillat', 'Five For Fighting', 'The Script', 'Keane', 'Us The Duo', 'Los Claxons', 'Sara Bareilles', 'DNCE', 'Ryan Gosling', 'Keira Knightley', 'Boyce Avenue', 'Cessyl Orchestra', 'Sing Street', 'Cheer Chen', 'Khalil Fong']"
6hmhG1b4LEyNuashVvuIAo,Never Forget You,77,Zara Larsson,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",79,9756498,"['Fifth Harmony', 'Julia Michaels', 'Alessia Cara', 'Pia Mia', 'Camila Cabello', 'Rita Ora', 'Hailee Steinfeld', 'Madison Beer', 'Anne-Marie', 'Astrid S', 'Jess Glynne', 'Charlotte Lawrence', ""Olivia O'Brien"", 'DNCE', 'Maggie Lindemann', 'Mabel', 'Bebe Rexha', 'Ellie Goulding', 'Daya', 'Bea Miller']",MNEK,"['uk contemporary r&b', 'uk dance']",76,265101,"['RAYE', 'M.O', 'Years & Years', 'Mabel', 'Blonde', 'Ella Eyre', 'Alex Newell', 'RAY BLK', 'Rak-Su', 'Zak Abel', 'Anton Powers', 'Pia Mia', 'Rita Ora', 'Jax Jones', 'Katy B', 'Jess Glynne', 'Shift K3Y', 'M-22', 'Raleigh Ritchie', 'Disciples']"
6xsEAm6w9oMQYYg3jkEkMT,Bad Blood,73,Taylor Swift,['pop'],98,49484248,"['Demi Lovato', 'Alessia Cara', 'Troye Sivan', 'Selena Gomez', 'Lorde', 'ZAYN', 'Miley Cyrus', 'Harry Styles', 'Camila Cabello', 'Fifth Harmony', 'Carly Rae Jepsen', 'Niall Horan', 'Jonas Brothers', 'Julia Michaels', 'Selena Gomez & The Scene', 'One Direction', 'Halsey', 'Kesha', 'Meghan Trainor', '5 Seconds of Summer']",Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,19399379,"['ScHoolboy Q', 'Pusha T', 'A$AP Rocky', 'Freddie Gibbs', 'Big Sean', 'Jay Rock', 'Ab-Soul', 'Isaiah Rashad', 'J. Cole', 'Joey Bada$$', '2 Chainz', 'Childish Gambino', 'Vince Staples', 'Frank Ocean', 'Earl Sweatshirt', 'Bas', 'Danny Brown', 'Kid Cudi', 'Chance the Rapper', 'Big K.R.I.T.']"
